Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,14367,17115
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,360,360
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including S,271,271
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1576,1854
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including S,2658,2658
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2752,3834
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,6499,7675
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (Pw,Gender-Neutral,198,198
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1461,2109
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,2606,3012
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,462,812
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including S,1485,1485
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,37,37
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16983,20116
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,21470,21470
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4823,4903
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12902,21147
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,31609,40718
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4622,5140
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,6741,6741
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6872,6872
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11121,14016
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,20893,22062
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,575,575
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2129,2239
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5049,5293
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,7871,7871
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2501,2827
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,4676,4676
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1140,1140
"Dr. B R Ambedkar National Institute of Technology,","Data Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,45,45
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,28005,33719
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,34911,35126
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6845,7109
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,8759,8759
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,17886,38019
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,41167,47050
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6375,7741
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,8258,8258
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20623,20623
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,11802,21545
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,27336,30087
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1193,1193
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3422,3474
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including S,5200,5200
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6597,7231
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,10974,10974
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3909,4170
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,5036,5036
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1336,1355
"Dr. B R Ambedkar National Institute of Technology,","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including S,2598,2598
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,OPEN,Gender-Neutral,14933,26835
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,OPEN,Female-only (including S,28204,32778
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,OPEN (PwD),Gender-Neutral,2409,2409
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,EWS,Gender-Neutral,4315,6149
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,EWS,Female-only (including S,7307,7307
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,OBC-NCL,Gender-Neutral,13511,33738
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,OBC-NCL,Female-only (including S,21898,40885
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,SC,Gender-Neutral,4550,6638
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,SC,Female-only (including S,7387,7387
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,ST,Gender-Neutral,6588,9295
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",HS,ST,Female-only (including S,19836,19836
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,OPEN,Gender-Neutral,11652,15270
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,OPEN,Female-only (including S,22206,23262
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,OPEN (PwD),Gender-Neutral,848,941
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,EWS,Gender-Neutral,2388,2412
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,EWS,Female-only (including S,3811,3811
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,EWS (PwD),Gender-Neutral,152,152
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,OBC-NCL,Gender-Neutral,5133,5653
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,OBC-NCL,Female-only (including S,8211,8408
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,SC,Gender-Neutral,3120,3552
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,SC,Female-only (including S,4615,4615
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,ST,Gender-Neutral,1101,1167
"Dr. B R Ambedkar National Institute of Technology,","Electronics and Communication Engineering (4 Years, Bachelor of Techn",OS,ST,Female-only (including S,1569,1569
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,26375,28308
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,33893,33893
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6966,6966
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,31100,35696
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,41484,41484
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6134,6917
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,8161,8161
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,29341,29341
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15751,16973
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,25894,25894
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1184,1184
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2595,2636
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5925,6347
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,10301,10301
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3928,3928
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,5579,5579
"Dr. B R Ambedkar National Institute of Technology,","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1884,1884
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,51820,67982
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,36750,63028
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12054,13177
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,13447,13447
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,60779,74512
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,56040,80485
"Dr. B R Ambedkar National Institute of Technology,","Industrial and Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9709,14319
