Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Deg",AI,EWS,Gender-Neutral,991,991
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Deg",AI,OBC-NCL,Gender-Neutral,2211,2215
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Deg",AI,OBC-NCL,Female-only (including S,6902,6902
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Deg",AI,SC,Gender-Neutral,1281,1281
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Deg",AI,ST,Gender-Neutral,1005,1005
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,OPEN,Gender-Neutral,7254,7605
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,OPEN,Female-only (including S,16498,16498
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,EWS,Gender-Neutral,1192,1192
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,OBC-NCL,Gender-Neutral,3036,3084
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,OBC-NCL,Female-only (including S,7167,7167
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./",AI,SC,Gender-Neutral,1705,1890
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,OPEN,Gender-Neutral,5147,5683
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,OPEN,Female-only (including S,11004,11004
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,EWS,Gender-Neutral,714,714
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,OBC-NCL,Gender-Neutral,2014,2200
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,OBC-NCL,Female-only (including S,4930,4930
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,SC,Gender-Neutral,1303,1303
Indian Institute of Technology Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Comput,AI,ST,Gender-Neutral,721,721
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,OPEN,Gender-Neutral,8327,9835
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,OPEN,Female-only (including S,18529,18529
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,EWS,Gender-Neutral,1907,1907
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,OBC-NCL,Gender-Neutral,3449,3916
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,OBC-NCL,Female-only (including S,8810,8810
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,SC,Gender-Neutral,2303,2303
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (",AI,ST,Gender-Neutral,1244,1244
Indian Institute of Technology Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Busines,AI,OPEN,Gender-Neutral,4371,4864
Indian Institute of Technology Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Busines,AI,OBC-NCL,Gender-Neutral,1961,1961
Indian Institute of Technology Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Busines,AI,OBC-NCL,Female-only (including S,3612,3612
Indian Institute of Technology Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Busines,AI,SC,Gender-Neutral,1160,1160
Indian Institute of Technology Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Manag,AI,OPEN,Gender-Neutral,12577,13111
Indian Institute of Technology Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Manag,AI,OBC-NCL,Gender-Neutral,4544,4544
Indian Institute of Technology Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Manag,AI,SC,Gender-Neutral,2697,2697
Indian Institute of Technology Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health,AI,OPEN,Gender-Neutral,12162,14176
Indian Institute of Technology Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health,AI,OPEN,Female-only (including S,20511,20511
Indian Institute of Technology Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health,AI,EWS,Gender-Neutral,2461,2461
Indian Institute of Technology Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health,AI,OBC-NCL,Gender-Neutral,5396,5396
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of T",AI,OPEN,Gender-Neutral,14220,15129
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of T",AI,EWS,Gender-Neutral,2292,2292
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of T",AI,OBC-NCL,Gender-Neutral,4971,4971
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of T",AI,SC,Gender-Neutral,2668,2668
Indian Institute of Technology Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business M,AI,OPEN,Gender-Neutral,3427,3427
Indian Institute of Technology Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business M,AI,OPEN,Female-only (including S,11166,11166
Indian Institute of Technology Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business M,AI,OBC-NCL,Gender-Neutral,1183,1183
Indian Institute of Technology Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business M,AI,SC,Gender-Neutral,941,941
Indian Institute of Technology Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business M,AI,ST,Gender-Neutral,581,581
Indian Institute of Technology Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5,AI,OPEN,Gender-Neutral,5875,7575
Indian Institute of Technology Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5,AI,OPEN,Female-only (including S,16808,16808
Indian Institute of Technology Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5,AI,EWS,Gender-Neutral,1337,1337
Indian Institute of Technology Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5,AI,OBC-NCL,Gender-Neutral,2622,2622
Indian Institute of Technology Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5,AI,SC,Gender-Neutral,1826,1826
Indian Institute of Technology Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital,AI,OPEN,Gender-Neutral,6895,7070
Indian Institute of Technology Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital,AI,OPEN,Female-only (including S,18135,18135
Indian Institute of Technology Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital,AI,EWS,Gender-Neutral,1186,1186
Indian Institute of Technology Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital,AI,OBC-NCL,Gender-Neutral,3094,3094
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor",AI,OPEN,Gender-Neutral,10491,12375
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor",AI,EWS,Gender-Neutral,2199,2199
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor",AI,OBC-NCL,Gender-Neutral,4878,4878
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor",AI,SC,Gender-Neutral,2684,2684
Indian Institute of Technology Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Manage,AI,OPEN,Gender-Neutral,4990,5445
Indian Institute of Technology Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Manage,AI,OBC-NCL,Gender-Neutral,2229,2229
Indian Institute of Technology Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Manage,AI,OBC-NCL,Female-only (including S,6341,6341
Indian Institute of Technology Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Manage,AI,SC,Gender-Neutral,1309,1309
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,OPEN,Gender-Neutral,7840,9445
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,OPEN,Female-only (including S,14756,19507
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,EWS,Gender-Neutral,1595,1703
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,OBC-NCL,Gender-Neutral,2889,3250
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,OBC-NCL,Female-only (including S,7457,7457
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,SC,Gender-Neutral,2122,2351
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor",AI,ST,Gender-Neutral,1194,1194
Indian Institute of Technology Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,15433,15438
Indian Institute of Technology Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Female-only (including S,22211,22211
Indian Institute of Technology Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,OBC-NCL,Gender-Neutral,4728,4728
Indian Institute of Technology Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,SC,Gender-Neutral,2341,2341
Indian Institute of Technology Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,ST,Gender-Neutral,1273,1273
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,OPEN,Gender-Neutral,6287,6660
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,OPEN,Female-only (including S,12637,12637
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,EWS,Gender-Neutral,926,926
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,OBC-NCL,Gender-Neutral,2372,2383
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,SC,Gender-Neutral,1670,1670
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,SC,Female-only (including S,2945,2945
Indian Institute of Technology Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in C,AI,ST,Gender-Neutral,882,882
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Scienc",AI,OPEN,Gender-Neutral,6885,9961
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Scienc",AI,EWS,Female-only (including S,3944,3944
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Scienc",AI,OBC-NCL,Gender-Neutral,3890,3890
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Scienc",AI,SC,Gender-Neutral,2678,2678
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Scienc",AI,ST,Gender-Neutral,1329,1329
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10776,12519
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,20166,21996
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1726,1940
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3395,3395
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4236,4836
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,8339,8805
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2195,2592
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4041,4097
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1135,1245
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1722,1722
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11793,14062
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,22292,22410
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1985,2201
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3779,3779
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5025,5437
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,9036,9036
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2713,3075
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3964,3964
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1239,1252
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1016P,1016P
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12287,14579
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,22663,23883
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2040,2127
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3967,3967
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4184,5194
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,8731,9291
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2430,2648
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3991,4292
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,989,1110
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,141P,141P
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1760,3144
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,4695,7192
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,173,36P
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including S,124,124
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,380,445
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,994,1301
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,770,1135
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,2522,2975
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,100P,100P
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,499,681
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,837,1887
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,306,404
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,444,444
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,8762,11437
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including S,18633,21392
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,2055,2083
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,EWS,Female-only (including S,4441,4441
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,4744,5527
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2219,2770
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,SC,Female-only (including S,3751,3751
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1489,1489
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5868,6873
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,12395,14153
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,291P,291P
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,998,1132
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2304,2304
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2086,2695
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,5822,6649
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1417,1689
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2763,2763
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,805,876
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1446,1446
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN,Gender-Neutral,4119,5732
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN,Female-only (including S,11192,12036
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN (PwD),Gender-Neutral,290P,290P
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,EWS,Gender-Neutral,725,910
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,EWS,Female-only (including S,2145,2145
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Gender-Neutral,1895,2197
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Female-only (including S,4835,5603
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,SC,Gender-Neutral,1209,1312
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,SC,Female-only (including S,2041,2041
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,ST,Gender-Neutral,672,803
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,ST,Female-only (including S,1372,1372
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10781,12031
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,19654,21964
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2030,2195
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3768,3768
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4351,5206
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,9150,9150
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2433,2806
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4290,4290
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1248,1482
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,824P,824P
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3252,4952
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,9830,10651
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,180,180
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,630,697
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,1874,1874
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1136,1939
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,3657,4568
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,805,1187
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2161,2161
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,625,849
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1361,1361
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7745,10647
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,15112,21121
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,378P,378P
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1592,1700
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3362,3386
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3217,4099
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,6356,8469
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1994,2380
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3713,3905
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,953,1114
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1770,1770
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,OPEN,Gender-Neutral,11553,15323
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,OPEN,Female-only (including S,23452,24442
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,EWS,Gender-Neutral,2146,2216
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,EWS,Female-only (including S,4022,4022
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,OBC-NCL,Gender-Neutral,5451,5706
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,SC,Gender-Neutral,2848,3071
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,SC,Female-only (including S,4504,4504
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,ST,Gender-Neutral,1287,1324
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technolog",AI,ST,Female-only (including S,953P,953P
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,3105,19885
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including S,17302,19354
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,2916,2926
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Female-only (including S,4599,4599
